Year,Lake,Species,Grand_Total,Comments,Functional_Feeding_Group
2009,Huron,Lake Trout,698.988,,Piscivore
2009,Huron,Lake Whitefish,7208,,Benthic invertivore
2009,Huron,Northern Pike,2,,Piscivore
2009,Huron,Pacific Salmon,195.555,Canadian data includes Chinook and Pink salmon; U.S. data includes only Chinook Salmon. ,Piscivore
2009,Huron,Quillback,39,,Benthic omnivore
2009,Huron,Rainbow Smelt,0,,Planktivore
2009,Huron,Rock Bass,1,,Invertivore
2009,Huron,Round Whitefish,8.941,,Benthic invertivore
2009,Huron,Suckers,13,,Benthic omnivore
2009,Huron,Walleye,289.115,,Piscivore
2009,Huron,White Bass,6,,Piscivore
2009,Huron,White Perch,3,,Invertivore
2009,Huron,Yellow Perch,316.07,,Invertivore
2010,Huron,Bowfin,,,Piscivore
2010,Huron,Buffalo,21,,Benthic omnivore
2010,Huron,Bullheads,0,,Benthic omnivore
2010,Huron,Burbot,1,,Piscivore
2010,Huron,Carp,18,,Benthic omnivore
2010,Huron,Channel Catfish,187,,Benthic omnivore
2010,Huron,Chubs,2,,Planktivore
2010,Huron,Cisco,37.851,,Planktivore
2010,Huron,Crappies,0,,Invertivore
2010,Huron,Freshwater Drum,56,,Benthic invertivore
2010,Huron,Gizzard Shad,0,,Planktivore
2010,Huron,Lake Sturgeon,,,Benthic invertivore
2010,Huron,Lake Trout,646.082,,Piscivore
2010,Huron,Lake Whitefish,6194,,Benthic invertivore
2010,Huron,Northern Pike,2,,Piscivore
2010,Huron,Pacific Salmon,154.312,Canadian data includes Chinook and Pink salmon; U.S. data includes only Chinook Salmon. ,Piscivore
2010,Huron,Quillback,19,,Benthic omnivore
2010,Huron,Rainbow Smelt,0,,Planktivore
2010,Huron,Rock Bass,1,,Invertivore
2010,Huron,Round Whitefish,8.748,,Benthic invertivore
2010,Huron,Suckers,9,,Benthic omnivore
2010,Huron,Walleye,275.62,,Piscivore
2010,Huron,White Bass,5,,Piscivore
2010,Huron,White Perch,3,,Invertivore
2010,Huron,Yellow Perch,386.012,,Invertivore
2011,Huron,Bowfin,,,Piscivore
2011,Huron,Buffalo,9,,Benthic omnivore
2011,Huron,Bullheads,1,,Benthic omnivore
2011,Huron,Burbot,0,,Piscivore
2011,Huron,Carp,18,,Benthic omnivore
2011,Huron,Channel Catfish,143,,Benthic omnivore
2011,Huron,Chubs,0.364,,Planktivore
2011,Huron,Cisco,36.107,,Planktivore
2011,Huron,Crappies,1,,Invertivore
2011,Huron,Freshwater Drum,53,,Benthic invertivore
2011,Huron,Gizzard Shad,0,,Planktivore
2011,Huron,Lake Sturgeon,,,Benthic invertivore
2011,Huron,Lake Trout,653.62,,Piscivore
2011,Huron,Lake Whitefish,5865,,Benthic invertivore
2011,Huron,Northern Pike,2,,Piscivore
2011,Huron,Pacific Salmon,310.812,Canadian data includes Chinook and Pink salmon; U.S. data includes only Chinook Salmon. ,Piscivore
2011,Huron,Quillback,23,,Benthic omnivore
2011,Huron,Rainbow Smelt,0,,Planktivore
2011,Huron,Rock Bass,1,,Invertivore
2011,Huron,Round Whitefish,15.641,,Benthic invertivore
2011,Huron,Suckers,10,,Benthic omnivore
2011,Huron,Walleye,223.454,,Piscivore
2011,Huron,White Bass,3,,Piscivore
2011,Huron,White Perch,1,,Invertivore
2011,Huron,Yellow Perch,431.03,,Invertivore
2012,Huron,Bowfin,,,Piscivore
2012,Huron,Buffalo,5,,Benthic omnivore
2012,Huron,Bullheads,1,,Benthic omnivore
2012,Huron,Burbot,3,,Piscivore
2012,Huron,Carp,10,,Benthic omnivore
2012,Huron,Channel Catfish,166,,Benthic omnivore
2012,Huron,Chubs,0,,Planktivore
2012,Huron,Cisco,62.621,,Planktivore
2012,Huron,Crappies,1,,Invertivore
2012,Huron,Freshwater Drum,33,,Benthic invertivore
2012,Huron,Gizzard Shad,1,,Planktivore
2012,Huron,Lake Sturgeon,,,Benthic invertivore
2012,Huron,Lake Trout,756.215,,Piscivore
2012,Huron,Lake Whitefish,5720,,Benthic invertivore
2012,Huron,Northern Pike,1,,Piscivore
2012,Huron,Pacific Salmon,207.402,Canadian data includes Chinook and Pink salmon; U.S. data includes only Chinook Salmon. ,Piscivore
2012,Huron,Quillback,28,,Benthic omnivore
2012,Huron,Rainbow Smelt,0,,Planktivore
2012,Huron,Rock Bass,2,,Invertivore
2012,Huron,Round Whitefish,12.435,,Benthic invertivore
2012,Huron,Suckers,8,,Benthic omnivore
2012,Huron,Walleye,227.8,,Piscivore
2012,Huron,White Bass,8,,Piscivore
2012,Huron,White Perch,3,,Invertivore
2012,Huron,Yellow Perch,489.102,,Invertivore
2013,Huron,Bowfin,,,Piscivore
2013,Huron,Buffalo,1.664,,Benthic omnivore
2013,Huron,Bullheads,1.348,,Benthic omnivore
2013,Huron,Burbot,0.485,,Piscivore
2013,Huron,Carp,6.208,,Benthic omnivore
2013,Huron,Channel Catfish,88.323,,Benthic omnivore
2013,Huron,Chubs,0,,Planktivore
2013,Huron,Cisco,49.811,,Planktivore
2013,Huron,Crappies,0.526,,Invertivore
2013,Huron,Freshwater Drum,46.767,,Benthic invertivore
2013,Huron,Gizzard Shad,0.659,,Planktivore
2013,Huron,Lake Sturgeon,0.104,,Benthic invertivore
2013,Huron,Lake Trout,775.964,,Piscivore
2013,Huron,Lake Whitefish,5166.394,,Benthic invertivore
2013,Huron,Northern Pike,0.628,,Piscivore
2013,Huron,Pacific Salmon,357.234,Canadian data includes Chinook and Pink salmon; U.S. data includes only Chinook Salmon. ,Piscivore
2013,Huron,Quillback,23.14,,Benthic omnivore
2013,Huron,Rainbow Smelt,0.091,,Planktivore
2013,Huron,Rock Bass,1.201,,Invertivore
2013,Huron,Round Whitefish,17.325,,Benthic invertivore
2013,Huron,Suckers,18.363,,Benthic omnivore
2013,Huron,Walleye,258.668,,Piscivore
2013,Huron,White Bass,12.182,,Piscivore
2013,Huron,White Perch,1.502,,Invertivore
2013,Huron,Yellow Perch,528.966,,Invertivore
2014,Huron,Bowfin,,,Piscivore
2014,Huron,Buffalo,8.756,,Benthic omnivore
2014,Huron,Bullheads,2.504,,Benthic omnivore
2014,Huron,Burbot,1.07,,Piscivore
2014,Huron,Carp,8.164,,Benthic omnivore
2014,Huron,Channel Catfish,105.812,,Benthic omnivore
2014,Huron,Chubs,,,Planktivore
2014,Huron,Cisco,37.506,,Planktivore
2014,Huron,Crappies,0.861,,Invertivore
2014,Huron,Freshwater Drum,29.599,,Benthic invertivore
2014,Huron,Gizzard Shad,0.0287,,Planktivore
2014,Huron,Lake Sturgeon,,,Benthic invertivore
2014,Huron,Lake Trout,669.757,,Piscivore
2014,Huron,Lake Whitefish,3874.986,,Benthic invertivore
2014,Huron,Northern Pike,0.864,,Piscivore
2014,Huron,Pacific Salmon,171.478,"Canadian data includes Chinook, Coho, and Pink salmon; U.S. data includes only Chinook Salmon. ",Piscivore
2014,Huron,Quillback,10.604,,Benthic omnivore
2014,Huron,Rainbow Smelt,0.037,,Planktivore
2014,Huron,Rock Bass,2.795,,Invertivore
2014,Huron,Round Whitefish,30.262,,Benthic invertivore
2014,Huron,Suckers,8.185,"Includes Longnose, White, and Redhorse Suckers",Benthic omnivore
2014,Huron,Walleye,238.449,,Piscivore
2014,Huron,White Bass,4.922,,Piscivore
2014,Huron,White Perch,1.176,,Invertivore
2014,Huron,Yellow Perch,572.211,,Invertivore
2015,Huron,Bowfin,,,Piscivore
2015,Huron,Buffalo,2.808,,Benthic omnivore
2015,Huron,Bullheads,2.441,,Benthic omnivore
2015,Huron,Burbot,1.8,,Piscivore
2015,Huron,Carp,3.953,,Benthic omnivore
2015,Huron,Channel Catfish,44.021,,Benthic omnivore
2015,Huron,Chubs,,,Planktivore
2015,Huron,Cisco,36.377,,Planktivore
2015,Huron,Crappies,0.473,,Invertivore
2015,Huron,Freshwater Drum,30.758,,Benthic invertivore
2015,Huron,Gizzard Shad,0.104,,Planktivore
2015,Huron,Lake Sturgeon,,,Benthic invertivore
2015,Huron,Lake Trout,729.859,,Piscivore
2015,Huron,Lake Whitefish,3443.868,,Benthic invertivore
2015,Huron,Northern Pike,1.815,,Piscivore
2015,Huron,Pacific Salmon,68.889,"Canadian data includes Chinook, Coho, and Pink salmon; U.S. data includes only Chinook Salmon. ",Piscivore
2015,Huron,Quillback,7.358,,Benthic omnivore
2015,Huron,Rainbow Smelt,0.049,,Planktivore
2015,Huron,Rock Bass,2.929,,Invertivore
2015,Huron,Round Whitefish,39.612,,Benthic invertivore
2015,Huron,Suckers,11.219,,Benthic omnivore
2015,Huron,Walleye,193.099,,Piscivore
2015,Huron,White Bass,2.557,,Piscivore
2015,Huron,White Perch,0.611,,Invertivore
2015,Huron,Yellow Perch,299.428,,Invertivore
2016,Huron,Bowfin,,,Piscivore
2016,Huron,Buffalo,,,Benthic omnivore
2016,Huron,Bullheads,6.237,,Benthic omnivore
2016,Huron,Burbot,1.622,,Piscivore
2016,Huron,Carp,5.834,,Benthic omnivore
2016,Huron,Channel Catfish,58.514,,Benthic omnivore
2016,Huron,Chubs,0.005,,Planktivore
2016,Huron,Cisco,41.3,,Planktivore
2016,Huron,Crappies,1.339,,Invertivore
2016,Huron,Freshwater Drum,59.136,,Benthic invertivore
2016,Huron,Gizzard Shad,,,Planktivore
2016,Huron,Lake Sturgeon,,,Benthic invertivore
2016,Huron,Lake Trout,659.353,,Piscivore
2016,Huron,Lake Whitefish,3407.031,,Benthic invertivore
2016,Huron,Northern Pike,1.951,,Piscivore
2016,Huron,Pacific Salmon,126.037,,Piscivore
2016,Huron,Quillback,19.024,,Benthic omnivore
2016,Huron,Rainbow Smelt,0.047,,Planktivore
2016,Huron,Rock Bass,2.854,,Invertivore
2016,Huron,Round Whitefish,16.829,,Benthic invertivore
2016,Huron,Suckers,16.329,,Benthic omnivore
2016,Huron,Walleye,228.506,,Piscivore
2016,Huron,White Bass,2.748,,Piscivore
2016,Huron,White Perch,1.861,,Invertivore
2016,Huron,Yellow Perch,296.952,,Invertivore
2017,Huron,Bowfin,0.165,,Piscivore
2017,Huron,Buffalo,0.008,,Benthic omnivore
2017,Huron,Bullheads,5.056,,Benthic omnivore
2017,Huron,Burbot,1.214,,Piscivore
2017,Huron,Carp,5.765,,Benthic omnivore
2017,Huron,Channel Catfish,47.758,,Benthic omnivore
2017,Huron,Chubs,,,Planktivore
2017,Huron,Cisco,22.513,,Planktivore
2017,Huron,Crappies,1.446,,Invertivore
2017,Huron,Freshwater Drum,68.469,,Benthic invertivore
2017,Huron,Gizzard Shad,14.478,,Planktivore
2017,Huron,Lake Sturgeon,,,Benthic invertivore
2017,Huron,Lake Trout,647.207,,Piscivore
2017,Huron,Lake Whitefish,3205.256,,Benthic invertivore
2017,Huron,Northern Pike,1.227,,Piscivore
2017,Huron,Pacific Salmon,164.547,,Piscivore
2017,Huron,Quillback,12.645,,Benthic omnivore
2017,Huron,Rainbow Smelt,0.043,,Planktivore
2017,Huron,Rock Bass,4.449,,Invertivore
2017,Huron,Round Whitefish,26.987,,Benthic invertivore
2017,Huron,Suckers,17.642,,Benthic omnivore
2017,Huron,Walleye,292.316,,Piscivore
2017,Huron,White Bass,4.548,,Piscivore
2017,Huron,White Perch,1.721,,Invertivore
2017,Huron,Yellow Perch,377.114,,Invertivore
2018,Huron,Bowfin,0.36,,Piscivore
2018,Huron,Buffalo,3.689,,Benthic omnivore
2018,Huron,Bullheads,2.257,,Benthic omnivore
2018,Huron,Burbot,2.487,,Piscivore
2018,Huron,Carp,3.901,,Benthic omnivore
2018,Huron,Channel Catfish,51.247,,Benthic omnivore
2018,Huron,Chubs,0.023,,Planktivore
2018,Huron,Cisco,14.197,,Planktivore
2018,Huron,Crappies,0.399,,Invertivore
2018,Huron,Freshwater Drum,52.011,,Benthic invertivore
2018,Huron,Gizzard Shad,8.242,,Planktivore
2018,Huron,Lake Sturgeon,,,Benthic invertivore
2018,Huron,Lake Trout,679.163,,Piscivore
2018,Huron,Lake Whitefish,2965.615,,Benthic invertivore
2018,Huron,Northern Pike,1.623,,Piscivore
2018,Huron,Pacific Salmon,88.757,,Piscivore
2018,Huron,Quillback,7.885,,Benthic omnivore
2018,Huron,Rainbow Smelt,0.006,,Planktivore
2018,Huron,Rock Bass,2.24,,Invertivore
2018,Huron,Round Whitefish,19.476,,Benthic invertivore
2018,Huron,Suckers,10.082,,Benthic omnivore
2018,Huron,Walleye,279.23,,Piscivore
2018,Huron,White Bass,2.942,,Piscivore
2018,Huron,White Perch,7.483,,Invertivore
2018,Huron,Yellow Perch,358.805,,Invertivore
2019,Huron,Bowfin,,,Piscivore
2019,Huron,Buffalo,1.579,,Benthic omnivore
2019,Huron,Bullheads,1.177,,Benthic omnivore
2019,Huron,Burbot,1.77,,Piscivore
2019,Huron,Carp,1.067,,Benthic omnivore
2019,Huron,Channel Catfish,21.773,,Benthic omnivore
2019,Huron,Chubs,0.045,,Planktivore
2019,Huron,Cisco,11.739,,Planktivore
2019,Huron,Crappies,1.054,,Invertivore
2019,Huron,Freshwater Drum,6.201,,Benthic invertivore
2019,Huron,Gizzard Shad,,,Planktivore
2019,Huron,Lake Sturgeon,,,Benthic invertivore
2019,Huron,Lake Trout,599.535,,Piscivore
2019,Huron,Lake Whitefish,2653.759,,Benthic invertivore
2019,Huron,Northern Pike,1.476,,Piscivore
2019,Huron,Pacific Salmon,98.1393,,Piscivore
2019,Huron,Quillback,4.249,,Benthic omnivore
2019,Huron,Rainbow Smelt,0.004,,Planktivore
2019,Huron,Rock Bass,0.083,,Invertivore
2019,Huron,Round Whitefish,22.327,,Benthic invertivore
2019,Huron,Suckers,3.265,,Benthic omnivore
2019,Huron,Walleye,277.6,,Piscivore
2019,Huron,White Bass,1.096,,Piscivore
2019,Huron,White Perch,0.252,,Invertivore
2019,Huron,Yellow Perch,354.544,,Invertivore
2020,Huron,Bowfin,,,Piscivore
2020,Huron,Buffalo,4.03,,Benthic omnivore
2020,Huron,Bullheads,0.087,,Benthic omnivore
2020,Huron,Burbot,0.504,,Piscivore
2020,Huron,Carp,,,Benthic omnivore
2020,Huron,Channel Catfish,35.983,,Benthic omnivore
2020,Huron,Chubs,,,Planktivore
2020,Huron,Cisco,9.365,,Planktivore
2020,Huron,Crappies,0.168,,Invertivore
2020,Huron,Freshwater Drum,9.818,,Benthic invertivore
2020,Huron,Gizzard Shad,,,Planktivore
2020,Huron,Lake Sturgeon,0.005,,Benthic invertivore
2020,Huron,Lake Trout,471.515,,Piscivore
2020,Huron,Lake Whitefish,2178.422,,Benthic invertivore
2020,Huron,Northern Pike,1.972,,Piscivore
2020,Huron,Pacific Salmon,88.971,,Piscivore
2020,Huron,Quillback,1053,,Benthic omnivore
2020,Huron,Rainbow Smelt,0.006,,Planktivore
2020,Huron,Rock Bass,,,Invertivore
2020,Huron,Round Whitefish,9.196,,Benthic invertivore
2020,Huron,Suckers,8.043,,Benthic omnivore
2020,Huron,Walleye,241.19,,Piscivore
2020,Huron,White Bass,0.509,,Piscivore
2020,Huron,White Perch,,,Invertivore
2020,Huron,Yellow Perch,273.603,,Invertivore
1879,Michigan,Cisco and Chub,,,Planktivore
1879,Michigan,Lake Trout,,,Piscivore
1879,Michigan,Lake Whitefish,12030,,Benthic invertivore
1880,Michigan,Cisco and Chub,,,Planktivore
1880,Michigan,Lake Trout,,,Piscivore
1880,Michigan,Lake Whitefish,,,Benthic invertivore
1881,Michigan,Cisco and Chub,,,Planktivore
1881,Michigan,Lake Trout,,,Piscivore
1881,Michigan,Lake Whitefish,,,Benthic invertivore
1882,Michigan,Cisco and Chub,,,Planktivore
1882,Michigan,Lake Sturgeon,,,Benthic invertivore
1882,Michigan,Lake Trout,,,Piscivore
1882,Michigan,Lake Whitefish,,,Benthic invertivore
1883,Michigan,Cisco and Chub,,,Planktivore
1883,Michigan,Lake Sturgeon,,,Benthic invertivore
1883,Michigan,Lake Trout,,,Piscivore
1883,Michigan,Lake Whitefish,,,Benthic invertivore
1884,Michigan,Cisco and Chub,,,Planktivore
1884,Michigan,Lake Sturgeon,,,Benthic invertivore
1884,Michigan,Lake Trout,,,Piscivore
1884,Michigan,Lake Whitefish,,,Benthic invertivore
1885,Michigan,Cisco and Chub,3313,,Planktivore
1885,Michigan,Lake Sturgeon,1407,,Benthic invertivore
1885,Michigan,Lake Trout,6431,,Piscivore
1885,Michigan,Lake Whitefish,8653,,Benthic invertivore
1885,Michigan,Suckers,252,,Benthic omnivore
1885,Michigan,Walleye,676,,Piscivore
1886,Michigan,Cisco and Chub,,,Planktivore
1886,Michigan,Lake Sturgeon,,,Benthic invertivore
1886,Michigan,Lake Trout,,,Piscivore
1886,Michigan,Lake Whitefish,,,Benthic invertivore
1886,Michigan,Suckers,,,Benthic omnivore
1886,Michigan,Walleye,,,Piscivore
1887,Michigan,Cisco and Chub,,,Planktivore
1887,Michigan,Lake Sturgeon,,,Benthic invertivore
1887,Michigan,Lake Trout,,,Piscivore
1887,Michigan,Lake Whitefish,,,Benthic invertivore
1887,Michigan,Suckers,,,Benthic omnivore
1887,Michigan,Walleye,,,Piscivore
1888,Michigan,Cisco and Chub,,,Planktivore
1888,Michigan,Lake Sturgeon,,,Benthic invertivore
1888,Michigan,Lake Trout,,,Piscivore
1888,Michigan,Lake Whitefish,,,Benthic invertivore
1888,Michigan,Suckers,,,Benthic omnivore
1888,Michigan,Walleye,,,Piscivore
1889,Michigan,Channel Catfish and Bullheads,225,,Benthic omnivore
1889,Michigan,Cisco and Chub,9568,,Planktivore
1889,Michigan,Lake Sturgeon,612,,Benthic invertivore
1889,Michigan,Lake Trout,5580,,Piscivore
1889,Michigan,Lake Whitefish,5524,,Benthic invertivore
1889,Michigan,Suckers,1729,,Benthic omnivore
1889,Michigan,Walleye,489,,Piscivore
1889,Michigan,Yellow Perch,2182,,Invertivore
1890,Michigan,Channel Catfish and Bullheads,0,,Benthic omnivore
1890,Michigan,Chubs,0,,Planktivore
1890,Michigan,Cisco and Chub,,,Planktivore
1890,Michigan,Lake Sturgeon,947,,Benthic invertivore
1890,Michigan,Lake Trout,8365,,Piscivore
1890,Michigan,Lake Whitefish,4564,,Benthic invertivore
1890,Michigan,Suckers,1801,,Benthic omnivore
1890,Michigan,Walleye,566,,Piscivore
1890,Michigan,Yellow Perch,1944,,Invertivore
1891,Michigan,Channel Catfish and Bullheads,0,,Benthic omnivore
1891,Michigan,Chubs,36,,Planktivore
1891,Michigan,Cisco and Chub,3541,,Planktivore
1891,Michigan,Lake Sturgeon,254,,Benthic invertivore
1891,Michigan,Lake Trout,3686,,Piscivore
1891,Michigan,Lake Whitefish,2405,,Benthic invertivore
1891,Michigan,Suckers,45,,Benthic omnivore
1891,Michigan,Walleye,128,,Piscivore
1891,Michigan,Yellow Perch,68,,Invertivore
1892,Michigan,Channel Catfish and Bullheads,1,,Benthic omnivore
1892,Michigan,Chubs,0,,Planktivore
1892,Michigan,Cisco and Chub,10209,,Planktivore
1892,Michigan,Lake Sturgeon,196,,Benthic invertivore
1892,Michigan,Lake Trout,6437,,Piscivore
1892,Michigan,Lake Whitefish,2856,,Benthic invertivore
1892,Michigan,Suckers,222,,Benthic omnivore
1892,Michigan,Walleye,220,,Piscivore
1892,Michigan,Yellow Perch,2645,,Invertivore
1893,Michigan,Burbot,0,"MI:  In later years, the greater portion of Burbot were taken from Green Bay.",Piscivore
1893,Michigan,Carp,0,,Benthic omnivore
1893,Michigan,Channel Catfish and Bullheads,0,,Benthic omnivore
1893,Michigan,Chubs,1476,,Planktivore
1893,Michigan,Cisco and Chub,20085,,Planktivore
1893,Michigan,Lake Sturgeon,107,,Benthic invertivore
1893,Michigan,Lake Trout,8526,,Piscivore
1893,Michigan,Lake Whitefish,2446,,Benthic invertivore
1893,Michigan,Round Whitefish,423,,Benthic invertivore
1893,Michigan,Suckers,450,,Benthic omnivore
1893,Michigan,Walleye,184,,Piscivore
1893,Michigan,Yellow Perch,1159,,Invertivore
1894,Michigan,Burbot,0,"MI:  In later years, the greater portion of Burbot were taken from Green Bay.",Piscivore
1894,Michigan,Carp,0,,Benthic omnivore
1894,Michigan,Channel Catfish and Bullheads,3,,Benthic omnivore
1894,Michigan,Chubs,2500,,Planktivore
1894,Michigan,Cisco and Chub,22364,,Planktivore
1894,Michigan,Lake Sturgeon,112,,Benthic invertivore
1894,Michigan,Lake Trout,8533,,Piscivore
1894,Michigan,Lake Whitefish,1713,,Benthic invertivore
1894,Michigan,Round Whitefish,,,Benthic invertivore
1894,Michigan,Suckers,189,,Benthic omnivore
1894,Michigan,Walleye,190,,Piscivore
1894,Michigan,Yellow Perch,6515,,Invertivore
1895,Michigan,Burbot,0,"MI:  In later years, the greater portion of Burbot were taken from Green Bay.",Piscivore
1895,Michigan,Carp,0,,Benthic omnivore
1895,Michigan,Channel Catfish and Bullheads,0,,Benthic omnivore
1895,Michigan,Chubs,1600,,Planktivore
1895,Michigan,Cisco and Chub,20222,,Planktivore
1895,Michigan,Lake Sturgeon,84,,Benthic invertivore
1895,Michigan,Lake Trout,7696,,Piscivore
1895,Michigan,Lake Whitefish,1543,,Benthic invertivore
1895,Michigan,Round Whitefish,,,Benthic invertivore
1895,Michigan,Suckers,282,,Benthic omnivore
1895,Michigan,Walleye,304,,Piscivore
1895,Michigan,Yellow Perch,5959,,Invertivore
1896,Michigan,Burbot,0,"MI:  In later years, the greater portion of Burbot were taken from Green Bay.",Piscivore
1896,Michigan,Carp,0,,Benthic omnivore
1896,Michigan,Channel Catfish and Bullheads,1,,Benthic omnivore
1896,Michigan,Chubs,3000,,Planktivore
1896,Michigan,Cisco and Chub,25893,,Planktivore
1896,Michigan,Lake Sturgeon,83,,Benthic invertivore
1896,Michigan,Lake Trout,9020,,Piscivore
1896,Michigan,Lake Whitefish,2000,,Benthic invertivore
1896,Michigan,Round Whitefish,,,Benthic invertivore
1896,Michigan,Suckers,187,,Benthic omnivore
1896,Michigan,Walleye,303,,Piscivore
1896,Michigan,Yellow Perch,6364,,Invertivore
1897,Michigan,Burbot,0,"MI:  In later years, the greater portion of Burbot were taken from Green Bay.",Piscivore
1897,Michigan,Carp,0,,Benthic omnivore
1897,Michigan,Channel Catfish and Bullheads,0,,Benthic omnivore
1897,Michigan,Chubs,387,,Planktivore
1897,Michigan,Cisco and Chub,23713,,Planktivore
1897,Michigan,Lake Sturgeon,139,,Benthic invertivore
1897,Michigan,Lake Trout,7823,,Piscivore
1897,Michigan,Lake Whitefish,3345,,Benthic invertivore
1897,Michigan,Round Whitefish,,,Benthic invertivore
1897,Michigan,Suckers,337,,Benthic omnivore
1897,Michigan,Walleye,762,,Piscivore
1897,Michigan,Yellow Perch,3079,,Invertivore
1898,Michigan,Burbot,0,"MI:  In later years, the greater portion of Burbot were taken from Green Bay.",Piscivore
1898,Michigan,Carp,0,,Benthic omnivore
1898,Michigan,Channel Catfish and Bullheads,3,,Benthic omnivore
1898,Michigan,Chubs,1849,,Planktivore
1898,Michigan,Cisco and Chub,9223,,Planktivore
1898,Michigan,Lake Sturgeon,68,,Benthic invertivore
1898,Michigan,Lake Trout,2540,,Piscivore
1898,Michigan,Lake Whitefish,2320,,Benthic invertivore
1898,Michigan,Round Whitefish,,,Benthic invertivore
1898,Michigan,Suckers,287,,Benthic omnivore
1898,Michigan,Walleye,271,,Piscivore
1898,Michigan,Yellow Perch,303,,Invertivore
1899,Michigan,Burbot,123,"MI:  In later years, the greater portion of Burbot were taken from Green Bay.",Piscivore
1899,Michigan,Carp,26,,Benthic omnivore
1899,Michigan,Channel Catfish and Bullheads,64,,Benthic omnivore
1899,Michigan,Chubs,2462,,Planktivore
